account,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,bot
GenreMasher,276,264,27,8/11/2015 21:10,2,FALSE,83013,en,FALSE,FALSE,FALSE,1
FreeFollows429,206,124,0,3/13/2017 23:55,0,FALSE,4,en,TRUE,FALSE,FALSE,1
auto_automata,81,1,10,Fri Jul 17 23:02:35 +0000 2015,0,FALSE,2459,en,TRUE,FALSE,FALSE,1
fuckeveryword,74704,1,618,Fri May 16 01:03:46 +0000 2014,5919,FALSE,49429,en,FALSE,FALSE,FALSE,1
VerifiedBioBot,212,2,54,Sat Oct 18 15:06:56 +0000 2014,0,FALSE,8468,en,TRUE,FALSE,FALSE,1
ImportantAnimal,116,1,9,Sun Oct 12 02:24:40 +0000 2014,0,FALSE,4659,en,TRUE,FALSE,FALSE,1
AU_Prompts,371,1,32,Wed Dec 04 15:31:05 +0000 2013,2,FALSE,3849,en,TRUE,FALSE,FALSE,1
makarovwhc1994,12,1053,0,Tue Jan 03 20:15:38 +0000 2017,0,FALSE,2,en,TRUE,FALSE,FALSE,1
butwithguns,156,2,12,Sun Mar 27 02:31:00 +0000 2016,4,FALSE,7075,en,FALSE,FALSE,FALSE,1
cookeryBliss,17,0,6,Mon Oct 13 21:41:26 +0000 2014,1,FALSE,0,de,TRUE,FALSE,FALSE,1
man_products,2482,1,94,Wed May 13 06:41:26 +0000 2015,4,FALSE,5597,en,FALSE,FALSE,FALSE,1
adjectives_bot,50,0,2,Fri Mar 03 03:47:26 +0000 2017,1,FALSE,1557,en,TRUE,FALSE,FALSE,1
vitamin_A_paper,404,621,9,9/21/2015 20:55,12,FALSE,1169,en,TRUE,FALSE,FALSE,1
realNYCbot,175,2,20,12/5/2015 16:13,2,FALSE,8843,en,TRUE,FALSE,FALSE,1
zguo0115_USyd,0,70,0,Sun Mar 12 01:09:10 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,1
lettergamebot,5,0,4,3/11/2016 11:26,0,FALSE,4472,en,TRUE,FALSE,FALSE,1
Immunol_papers,662,0,67,9/4/2014 12:41,0,FALSE,56625,en,FALSE,FALSE,FALSE,1
jam_allenxx,4,492,0,10/30/2016 10:10,57,FALSE,76,en,TRUE,FALSE,FALSE,1
"""Mzredd2K16""",7,31,0,"""Sat Apr 02 21:42:45 +0000 2016""",19,FALSE,69,"""en""",TRUE,TRUE,FALSE,1
koiseujn20,11,1983,0,1/1/2015 6:08,323,FALSE,397,en,FALSE,FALSE,FALSE,1
ahmedmobarkqw,152,374,0,Thu Feb 12 22:03:29 +0000 2015,47,FALSE,1044,ar,TRUE,FALSE,FALSE,1
YoJSRr9J58SE6Zz,3,29,0,11/3/2017 7:07,0,FALSE,1,en,TRUE,TRUE,FALSE,1
IMG2ASCII,1264,1288,115,Wed Nov 19 01:00:08 +0000 2014,0,FALSE,24133,en,TRUE,FALSE,FALSE,1
genomeguardian,128,1,16,9/30/2014 12:56,1,FALSE,3533,en,FALSE,FALSE,FALSE,1
mcleanaitenbic2,0,26,0,Wed Feb 08 18:15:26 +0000 2017,47,FALSE,65,en,TRUE,FALSE,FALSE,1
FailureIsOK,46,20,8,Tue Nov 08 17:37:14 +0000 2016,0,FALSE,516,en,TRUE,FALSE,FALSE,1
"""pokemon_sokuho""",684,68,5,"""Sat Aug 06 08:23:09 +0000 2016""",6,FALSE,9645,"""ja""",FALSE,FALSE,TRUE,1
IT_papers,7,0,5,2/25/2014 10:27,0,FALSE,104,fr,FALSE,FALSE,FALSE,1
JadenLuAJ,20,300,0,2/2/2017 2:20,6,FALSE,1,en,TRUE,FALSE,FALSE,1
the_ephemerides,3745,0,171,Mon Aug 03 18:18:05 +0000 2015,0,FALSE,3063,en,TRUE,FALSE,FALSE,1
Dentagama,35906,35744,130,4/24/2013 21:26,864,FALSE,3027,en,TRUE,FALSE,FALSE,1
NRPS_papers,78,2,5,9/23/2014 16:34,1,FALSE,677,en,TRUE,FALSE,FALSE,1
spellwithout,68,0,18,Fri Sep 26 17:19:29 +0000 2014,2,FALSE,2407,en,TRUE,FALSE,FALSE,1
EdTaters,51,2,24,Sat Sep 28 20:07:49 +0000 2013,4,FALSE,18514,en,TRUE,FALSE,FALSE,1
ghost_things,12349,5,142,Sun Jan 19 21:08:03 +0000 2014,203,FALSE,20547,en,FALSE,FALSE,FALSE,1
SilviaCeausu,65,220,5,9/5/2015 8:54,1,FALSE,24,en,TRUE,FALSE,FALSE,1
lois_caskey,4,70,0,12/3/2017 19:23,1,FALSE,1,en,FALSE,FALSE,TRUE,1
wadinfo_txt,627,10,26,Sat Apr 05 23:33:55 +0000 2014,6,FALSE,1634,en,FALSE,FALSE,FALSE,1
amiibo_oracle,83,6,13,Thu Jan 02 23:02:49 +0000 2014,1,FALSE,13849,en,FALSE,FALSE,FALSE,1
taizeutl1995,4,537,0,8/28/2016 5:48,90,FALSE,103,en,TRUE,FALSE,FALSE,1
PROGRAMR_BAT,864,5,62,Sun Jul 20 01:34:27 +0000 2014,0,FALSE,23022,en-gb,FALSE,FALSE,FALSE,1
ebooks_goetia,4937,5,135,Wed Dec 23 19:22:18 +0000 2015,0,FALSE,1641,en,TRUE,FALSE,FALSE,1
SRMicro_papers,307,4,14,3/4/2014 23:12,5,FALSE,2060,en,TRUE,FALSE,FALSE,1
BenghaziWord,242,1,36,Wed Jul 16 03:10:40 +0000 2014,20,FALSE,69791,en,FALSE,FALSE,FALSE,1
Janalamar35,777,4732,0,Fri Apr 01 07:19:00 +0000 2016,0,FALSE,0,ar,TRUE,FALSE,FALSE,1
manygardens,10,0,9,Sun May 24 18:14:08 +0000 2015,0,FALSE,5205,en,FALSE,FALSE,FALSE,1
viralhulk,43,0,0,Sat Jan 31 01:50:53 +0000 2015,0,FALSE,2507,en,FALSE,FALSE,FALSE,1
hold_thepresses,3246,2757,79,1/8/2011 23:16,6466,FALSE,69884,en,TRUE,FALSE,FALSE,1
racismdetector,0,0,5,Fri Sep 05 07:10:40 +0000 2014,183,FALSE,1,en-gb,FALSE,FALSE,FALSE,1
sailorclones,107,1,17,Fri Apr 04 21:12:13 +0000 2014,0,FALSE,16414,en,FALSE,FALSE,FALSE,1
colombia_bot,299,42,10,Tue Dec 02 21:31:20 +0000 2014,0,FALSE,26508,en,FALSE,FALSE,FALSE,1
ebo_hayes,17,1903,1,1/1/2015 1:32,311,FALSE,366,en,FALSE,FALSE,FALSE,1
jrr9bNVRCcUXfa1,22,201,0,29/10/2016 23:54,7,FALSE,8,ar,TRUE,FALSE,FALSE,1
lava_mite,33,1,6,Mon Feb 10 03:42:28 +0000 2014,2,FALSE,1029,en,TRUE,FALSE,FALSE,1
WWE_Network_Bot,12415,402,122,Mon Jun 16 05:24:37 +0000 2014,201,FALSE,5986,en,FALSE,FALSE,FALSE,1
ROBODRUDGE,99348,3,7,Sun Apr 27 00:49:47 +0000 2014,4,FALSE,428,en,FALSE,FALSE,FALSE,1
infinite_scream,27481,1,265,10/14/2015 3:23,4,FALSE,42940,en,TRUE,FALSE,FALSE,1
TF_binding_bot,305,29,7,8/27/2016 23:05,3,FALSE,162,en,TRUE,FALSE,FALSE,1
EMR_research,98,48,14,2/25/2014 9:05,4,FALSE,2830,en,TRUE,FALSE,FALSE,1
wikishoutouts,514,0,50,Tue Jun 16 03:22:31 +0000 2015,0,FALSE,7455,en,FALSE,FALSE,FALSE,1
Exome_seq,495,1,33,10/9/2014 17:53,0,FALSE,4756,en,TRUE,FALSE,FALSE,1
"""rrsarq""",275,252,6,"""Fri Feb 27 21:54:35 +0000 2009""",103,FALSE,755,"""en""",FALSE,FALSE,FALSE,1
"""b2a6813979744ac""",0,15,0,"""Sat Dec 27 04:45:30 +0000 2014""",0,FALSE,0,"""en""",TRUE,TRUE,FALSE,1
Ferguson2426,0,33,0,Sun Oct 02 09:56:05 +0000 2016,56,FALSE,83,en,TRUE,FALSE,FALSE,1
keci256,3,63,0,Sun Jan 01 16:59:13 +0000 2017,0,FALSE,1,en,TRUE,FALSE,,1
drake_schanae,4,102,0,Sun Jan 08 16:05:22 +0000 2017,0,FALSE,1,en,TRUE,TRUE,,1
guijaoml,1,367,0,1/31/2016 21:35,29,FALSE,37,en,TRUE,FALSE,FALSE,1
theseraps,337,2,42,Wed Oct 08 20:29:55 +0000 2014,12,FALSE,7870,en,TRUE,FALSE,FALSE,1
FordPinesBot,1599,3,3,Wed Oct 28 13:00:31 +0000 2015,2,FALSE,18100,en-gb,TRUE,FALSE,FALSE,1
untag_me,26,4,5,Tue Aug 12 19:04:23 +0000 2014,0,FALSE,3799,en,TRUE,FALSE,FALSE,1
magicpixx,10250,10378,194,Thu Nov 21 01:14:23 +0000 2013,211,FALSE,262067,en,TRUE,FALSE,FALSE,1
"""alertmessages""",43869,4786,69,"""Mon Sep 27 13:20:10 +0000 2010""",125,FALSE,120082,"""en""",FALSE,FALSE,FALSE,1
stevinbeijing,4,28,0,9/3/2017 16:01,0,FALSE,2,en,TRUE,FALSE,TRUE,1
kaylawillis258,2,41,0,3/10/2017 0:25,0,FALSE,1,en,TRUE,FALSE,FALSE,1
GRahamwbeeey,0,264,0,1/27/2017 1:35,29,FALSE,51,en,TRUE,FALSE,FALSE,1
HeroGraveyard,21,0,7,11/7/2016 11:25,1,FALSE,65,en,TRUE,FALSE,FALSE,1
big_ben_clock,483883,0,4614,10/30/2009 20:38,0,FALSE,62634,en,FALSE,FALSE,FALSE,1
ismail_abaid,461,873,0,6/22/2016 16:41,0,FALSE,126,fr,TRUE,FALSE,FALSE,1
Tink0074,4,32,0,Tue Sep 01 23:29:06 +0000 2009,0,FALSE,29,en,TRUE,TRUE,FALSE,1
Taimanglo2526,0,14,0,Sun Jan 29 22:52:48 +0000 2017,81,FALSE,95,en,TRUE,FALSE,FALSE,1
WYR_bot,788,0,7,6/11/2016 17:06,0,FALSE,2358,en,FALSE,FALSE,TRUE,1
GregorybBcreati,1,319,0,1/31/2016 17:14,19,FALSE,25,en,TRUE,FALSE,FALSE,1
benjamin_ha2005,2,101,0,Sat Dec 17 18:12:39 +0000 2016,2,FALSE,7,en,TRUE,FALSE,,1
_ku_bot,15,3,2,12/4/2016 10:45,0,FALSE,401,en,FALSE,FALSE,FALSE,1
YouLookNiceBot,1645,1893,14,6/20/2015 14:42,6,FALSE,5024,en,FALSE,FALSE,FALSE,1
hotspot_papers,6,0,4,2/26/2014 17:07,0,FALSE,11,en-gb,TRUE,FALSE,FALSE,1
Exosaurs,337,2,40,Sun Sep 29 18:07:08 +0000 2013,0,FALSE,28941,en,TRUE,FALSE,FALSE,1
muahaha_bot,67,0,13,Mon Feb 03 02:01:30 +0000 2014,1,FALSE,144,en,FALSE,FALSE,FALSE,1
AnoncoinPrice,743,14,163,Fri Oct 03 19:02:50 +0000 2014,0,FALSE,21164,en,FALSE,FALSE,FALSE,1
nope_nooope,179,1,10,Tue May 31 04:26:01 +0000 2016,0,FALSE,1149,en,TRUE,FALSE,FALSE,1
mrwrongbot,33,38,8,Sat Sep 20 19:09:23 +0000 2014,0,FALSE,17,en,TRUE,FALSE,FALSE,1
MassBudgetBot,332,242,16,Tue Aug 25 21:38:44 +0000 2015,2,FALSE,366,en,FALSE,FALSE,FALSE,1
biorxiv_cancer,61,0,3,7/1/2016 18:05,0,FALSE,81,en,TRUE,FALSE,FALSE,1
yosefo25,2,341,0,2/3/2016 15:59,29,FALSE,44,en,TRUE,FALSE,FALSE,1
Adamhuzz,347,147,2,11/24/2013 19:50,169,FALSE,10042,en,TRUE,FALSE,TRUE,1
abretonoa,4,24,0,Mon Jan 04 17:50:49 +0000 2016,1,FALSE,0,en,TRUE,TRUE,,1
LACMAbot,113,1,5,Sun Aug 28 06:04:48 +0000 2016,0,FALSE,776,en,TRUE,FALSE,FALSE,1
SubbaEric,5,93,0,Wed Aug 19 13:26:57 +0000 2015,5,FALSE,1,en,TRUE,FALSE,,1
FuckYeahIrony,98,45,28,Fri Feb 22 09:25:38 +0000 2013,38,FALSE,223659,de,TRUE,FALSE,FALSE,1
JackMax002,47,65,0,3/13/2017 22:52,0,FALSE,3,en,TRUE,FALSE,TRUE,1
cash_jobs_hope,49,2,17,Sat Dec 13 23:49:19 +0000 2014,7,FALSE,323,en,TRUE,FALSE,FALSE,1
LeannArtz,1,38,0,Tue Jan 24 07:26:19 +0000 2017,67,FALSE,97,en,TRUE,FALSE,FALSE,1
"""AutoFollowPeeps""",10832,2673,42,"""Fri Jul 20 20:41:13 +0000 2012""",2413,FALSE,34971,"""en""",FALSE,FALSE,FALSE,1
GodeauCottongim,0,26,0,Sun Jan 29 03:07:35 +0000 2017,21,FALSE,23,en,TRUE,FALSE,FALSE,1
DungeonCrawlr,168,224,29,Wed Jan 07 19:20:44 +0000 2015,432,FALSE,7028,en,FALSE,FALSE,FALSE,1
SciTechRangers,133554,95060,1455,7/26/2009 7:59,1453,FALSE,40763,en,FALSE,FALSE,FALSE,1
dogbreedbot,102,1,5,Tue Jan 10 22:42:25 +0000 2017,0,FALSE,266,en,TRUE,FALSE,FALSE,1
555uhz,4369,0,48,Thu Jan 23 07:56:39 +0000 2014,0,FALSE,1542,en,TRUE,FALSE,FALSE,1
moonshotbot,970,1,73,Sat Oct 03 04:03:02 +0000 2015,0,FALSE,2023,en,FALSE,FALSE,FALSE,1
YourADickRD,13,0,2,Fri Feb 21 22:14:27 +0000 2014,0,FALSE,1947,en,TRUE,FALSE,FALSE,1
Aerie,104938,1064,482,4/3/2009 22:14,11928,TRUE,18504,en,FALSE,FALSE,FALSE,1
FavThingsBot,481,0,78,8/3/2013 3:41,0,FALSE,6391,en,TRUE,FALSE,FALSE,1
nondenotative,712,3,32,Fri Mar 13 22:50:45 +0000 2015,0,FALSE,24996,en,TRUE,FALSE,FALSE,1
ErinChL,23,121,0,4/23/2016 18:54,62,FALSE,16,en,TRUE,FALSE,FALSE,1
avadim11,32,1582,0,Wed Sep 26 16:35:49 +0000 2012,0,FALSE,4,fr,TRUE,TRUE,FALSE,1
evanescence_exe,132,1,10,Sun Feb 05 06:48:10 +0000 2017,2,FALSE,503,en,FALSE,FALSE,FALSE,1
"""ShropshirePulse""",6212,6397,136,"""Wed Feb 25 22:23:20 +0000 2015""",329,FALSE,206723,"""en""",FALSE,FALSE,FALSE,1
GlitchLogos,2807,1,140,Fri Mar 04 17:00:47 +0000 2016,3,FALSE,1470,en,TRUE,FALSE,FALSE,1
MoMARobot,2339,1,138,Sun Sep 14 23:35:42 +0000 2014,0,FALSE,3625,en,FALSE,FALSE,FALSE,1
netflix_bot,6645,1,191,Thu Feb 21 10:12:23 +0000 2013,168,FALSE,8416,en,FALSE,FALSE,FALSE,1
LandsatBot,2271,3,110,Sat May 09 18:09:55 +0000 2015,0,FALSE,15514,en,FALSE,FALSE,FALSE,1
meiosis_papers,261,0,10,2/27/2014 3:31,6,FALSE,3410,en,TRUE,FALSE,FALSE,1
emojiidioms_txt,93,1,16,Thu Jun 25 18:59:09 +0000 2015,0,FALSE,29804,en,TRUE,FALSE,FALSE,1
gokejian,2,31,0,6/7/2016 1:46,159,FALSE,1,en,TRUE,FALSE,FALSE,1
akramEldesouky,38,835,0,Wed Feb 16 04:21:12 +0000 2011,0,FALSE,4,en,TRUE,FALSE,FALSE,1
HundredZeros,5280,6,164,4/26/2012 14:14,9,FALSE,17341,en,FALSE,FALSE,FALSE,1
hartman_rob,11,205,0,Thu Jan 19 02:15:45 +0000 2012,22,FALSE,0,en,TRUE,TRUE,,1
Botstache,111,0,16,Tue Feb 18 03:33:33 +0000 2014,0,FALSE,1719,en,TRUE,FALSE,FALSE,1
Rajesh37123986,5,389,0,Sat Mar 11 16:23:21 +0000 2017,1,FALSE,0,en,TRUE,FALSE,,1
GrinchPhonebook,7,40,4,Mon Mar 30 02:48:05 +0000 2015,0,FALSE,113,en,TRUE,FALSE,FALSE,1
regulon_papers,9,0,7,7/30/2015 17:01,0,FALSE,130,en,TRUE,FALSE,FALSE,1
MIikoeml,5,603,1,9/26/2016 22:06,155,FALSE,166,en,TRUE,FALSE,FALSE,1
cellendipity,78,0,11,6/24/2016 21:40,21,FALSE,692,en,FALSE,FALSE,FALSE,1
earthquakeBot,38529,6,940,Fri Mar 12 04:12:31 +0000 2010,0,FALSE,10857,en,TRUE,FALSE,FALSE,1
PlantEcologyBot,741,3,19,7/1/2013 13:34,2,FALSE,1125,en-gb,FALSE,FALSE,FALSE,1
skyree_21,2,116,0,Fri Dec 09 15:36:58 +0000 2016,4,FALSE,8,en,TRUE,FALSE,,1
dungeon_junk,1219,87,72,Mon Jun 01 12:19:25 +0000 2015,311,FALSE,2200,en,TRUE,FALSE,FALSE,1
Chevyluvr97,1,9,0,3/13/2017 23:35,0,FALSE,1,en,TRUE,FALSE,FALSE,1
only_a_comment,181,1,25,Sun Sep 15 20:21:51 +0000 2013,0,FALSE,60475,en,FALSE,FALSE,FALSE,1
a10n_bot,7,0,5,Fri Nov 18 07:00:26 +0000 2016,0,FALSE,1381,en,FALSE,FALSE,TRUE,1
WiseWrestlers,62,1,9,Mon Apr 07 22:14:46 +0000 2014,1,FALSE,1760,en,TRUE,FALSE,FALSE,1
CODEC_BOT,312,2,13,Mon Jun 22 19:51:55 +0000 2015,21,FALSE,856,en,FALSE,FALSE,FALSE,1
ryrykpop966,274,1728,0,Tue May 10 11:29:41 +0000 2016,11,FALSE,11,en,TRUE,FALSE,FALSE,1
ArxivBot,154,2,16,10/29/2015 21:28,4,FALSE,658,en,FALSE,FALSE,FALSE,1
Juaanda_SA,703,32,1,4/24/2012 15:50,0,FALSE,2755,es,FALSE,FALSE,FALSE,1
G33k3rGeek,1553,2038,9,Wed Nov 13 16:28:02 +0000 2013,1131,FALSE,31437,en,TRUE,FALSE,FALSE,1
modofanpage,51,1832,0,Thu May 03 00:54:14 +0000 2012,79,FALSE,636,it,FALSE,FALSE,FALSE,1
M_Richardsonzz,0,260,0,12/27/2016 6:46,18,FALSE,19,en,TRUE,FALSE,FALSE,1
emily_testbot,74,2,5,2/26/2015 17:30,0,FALSE,608,en,FALSE,FALSE,FALSE,1
opus_exe,207,8,21,Fri Jul 11 23:18:41 +0000 2014,0,FALSE,5591,en-gb,FALSE,FALSE,FALSE,1
botmistress,69,4,12,Thu Apr 23 05:58:33 +0000 2015,1,FALSE,171,en,TRUE,FALSE,FALSE,1
xxarchive,52,2,16,12/27/2015 3:56,21,FALSE,7996,ja,FALSE,FALSE,TRUE,1
GameCritBot,69,12,12,Wed Aug 07 12:54:20 +0000 2013,0,FALSE,175,en,TRUE,FALSE,FALSE,1
"""Attack_On_Tita4""",567,0,2,"""Wed Mar 26 11:02:49 +0000 2014""",0,FALSE,16733,"""ja""",FALSE,FALSE,FALSE,1
WhatsOnSteam,912,2,17,Thu Jun 16 16:54:43 +0000 2016,19,FALSE,3528,en,FALSE,FALSE,FALSE,1
max_kompressor,29,52,5,Wed May 27 12:36:12 +0000 2015,4,FALSE,58,nl,FALSE,FALSE,FALSE,1
airport_exe,35,0,8,Sat Jun 28 23:10:05 +0000 2014,0,FALSE,2050,en-gb,FALSE,FALSE,FALSE,1
VEGFRSSfeeds,364,0,22,11/8/2009 21:17,2,FALSE,25220,en,TRUE,FALSE,FALSE,1
two_artists,40,0,9,Tue Dec 02 06:51:38 +0000 2014,25,FALSE,1868,en,TRUE,FALSE,FALSE,1
"""PoGoCV""",828,13,18,"""Thu Jan 05 23:37:32 +0000 2017""",6,FALSE,19596,"""en""",TRUE,FALSE,FALSE,1
AgusBJ_GD,61,150,0,11/30/2016 17:31,191,FALSE,130,es,TRUE,FALSE,FALSE,1
worm_papers,273,0,19,3/10/2014 9:44,0,FALSE,7507,en,TRUE,FALSE,FALSE,1
NYPLpostcards,216,1,23,Thu Jan 07 03:48:40 +0000 2016,0,FALSE,1725,en,TRUE,FALSE,FALSE,1
tldr_bot,15,159,2,Thu Aug 07 00:04:40 +0000 2014,0,FALSE,525,en,FALSE,FALSE,FALSE,1
badjokebot,342,0,42,Thu Mar 13 23:32:46 +0000 2014,0,FALSE,22070,en,TRUE,FALSE,FALSE,1
MakeAGifOf,60,1,13,Tue Oct 15 18:28:19 +0000 2013,1,FALSE,9249,en,TRUE,FALSE,FALSE,1
dariusbots,447,1,50,Fri Feb 28 18:55:40 +0000 2014,0,FALSE,21892,en,TRUE,FALSE,FALSE,1
onlineadvantag,9301,1830,41,1/18/2017 16:47,143,FALSE,13454,en,TRUE,FALSE,TRUE,1
everybird_,97,0,21,Fri Jun 20 17:27:31 +0000 2014,0,FALSE,34097,en,TRUE,FALSE,FALSE,1
Betelgeuse_3,13049,0,115,11/15/2009 0:26,0,FALSE,260879,en,TRUE,FALSE,FALSE,1
ceasedesistbot,152,141,17,Thu May 07 07:37:11 +0000 2015,3,FALSE,2281,en,FALSE,FALSE,FALSE,1
V_and_A_Bot,501,1,27,Mon Nov 10 21:25:38 +0000 2014,1,FALSE,2146,en,FALSE,FALSE,FALSE,1
pomological,6776,4,174,Mon May 18 20:00:20 +0000 2015,287,FALSE,3753,en,TRUE,FALSE,FALSE,1
FridayFridayBot,14,0,7,Fri Aug 09 14:35:58 +0000 2013,0,FALSE,129,en,TRUE,FALSE,FALSE,1
RNA_seq,1396,2,57,10/9/2014 18:47,0,FALSE,5126,en,TRUE,FALSE,FALSE,1
endingsummary,473,5,35,Sat May 24 23:51:52 +0000 2014,0,FALSE,1814,en,FALSE,FALSE,FALSE,1
hewenqiseven,6,124,0,10/3/2017 13:46,2,FALSE,0,en,TRUE,FALSE,TRUE,1
zzbrittenybcraz,5,474,1,10/29/2016 21:38,80,FALSE,81,en,TRUE,FALSE,FALSE,1
TheLegion24,2,51,0,Fri Jan 27 22:30:16 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,1
holidaybot4000,43,1,19,7/16/2015 1:44,0,FALSE,3846,en,FALSE,FALSE,FALSE,1
GestaltungBot,798,1,54,5/12/2015 13:16,0,FALSE,2539,en,FALSE,FALSE,FALSE,1
big_cases,2923,1,52,Fri Feb 03 14:25:11 +0000 2017,0,FALSE,652,en,FALSE,FALSE,FALSE,1
BestOfTheBots,400,287,55,Fri Nov 22 01:30:05 +0000 2013,1,FALSE,27635,en,FALSE,FALSE,FALSE,1
unchartedatlas,9212,2,235,Tue Feb 23 19:18:03 +0000 2016,0,FALSE,8996,en,TRUE,FALSE,FALSE,1
zoegoko25,1,336,0,11/30/2016 14:56,35,FALSE,33,en,TRUE,FALSE,FALSE,1
ReadLaterBot,169,18,3,Sun Dec 06 20:39:28 +0000 2015,3,FALSE,4,en,TRUE,FALSE,FALSE,1
SketchCharacter,86,0,25,Mon May 26 14:52:01 +0000 2014,0,FALSE,22951,en,TRUE,FALSE,FALSE,1
binsumi,4159,5001,120,11/27/2008 22:12,15,FALSE,51,en,TRUE,FALSE,FALSE,1
Every_User_,316,1981,28,Thu Dec 11 08:25:28 +0000 2014,2631,FALSE,42565,en,FALSE,FALSE,FALSE,1
DefiniteJoke,70,0,20,Sun Jun 29 05:09:54 +0000 2014,1,FALSE,16312,en,FALSE,FALSE,FALSE,1
knock2bot,66,2,20,Mon Feb 23 15:05:45 +0000 2015,0,FALSE,5647,en,TRUE,FALSE,FALSE,1
WeBustedGhosts,79,1,10,Sun Feb 01 17:06:59 +0000 2015,0,FALSE,3615,en,FALSE,FALSE,FALSE,1
IAM_SHAKESPEARE,52957,710,1709,8/9/2009 5:41,29,FALSE,379275,en,FALSE,FALSE,FALSE,1
BrunoTSaraiva,6,43,0,10/18/2016 7:32,12,FALSE,2,en,TRUE,FALSE,TRUE,1
TheAlotShepherd,258,2883,3,Tue Jul 14 16:00:06 +0000 2015,90,FALSE,5401,es,TRUE,FALSE,FALSE,1
xiehl16,2,685,4,9/27/2016 2:31,164,FALSE,204,en,TRUE,FALSE,FALSE,1
fRIEND_ASKING,127,1,17,Tue Feb 17 15:11:09 +0000 2015,0,FALSE,2836,en,TRUE,FALSE,FALSE,1
tomas_Sabo_,38,69,14,Sun Dec 25 17:10:04 +0000 2016,446,FALSE,2957,es,TRUE,FALSE,FALSE,1
EctoHime,248,231,46,Thu Feb 14 14:10:43 +0000 2013,56,FALSE,71111,de,TRUE,FALSE,FALSE,1
emoji_haiku,20,0,8,7/20/2015 17:13,0,FALSE,84,en,TRUE,FALSE,FALSE,1
very_scared,1787,1,24,Fri Dec 13 05:45:28 +0000 2013,0,FALSE,27932,en,TRUE,FALSE,FALSE,1
contrarybot,110,0,20,Fri May 29 17:47:05 +0000 2015,0,FALSE,4185,en,TRUE,FALSE,FALSE,1
LokkenGeorgie,1,32,0,Fri Jan 27 11:27:39 +0000 2017,66,FALSE,93,en,TRUE,FALSE,FALSE,1
iknowwwright,602,830,18,Sat Sep 20 12:53:13 +0000 2014,2,FALSE,93873,en,TRUE,FALSE,FALSE,1
JlacyPeteswife,2,21,0,13/02/2016 20:21,2,FALSE,1,en,TRUE,TRUE,TRUE,1
biorxiv_genetic,297,0,10,6/29/2016 18:59,0,FALSE,330,en,TRUE,FALSE,FALSE,1
ctelyricsbot,280,310,4,6/14/2016 6:23,14,FALSE,11307,en,TRUE,FALSE,FALSE,1
neverwords,620,2,49,Wed May 28 03:41:39 +0000 2014,0,FALSE,40633,en,TRUE,FALSE,FALSE,1
JC_pathogenomic,256,639,11,12/23/2014 13:55,0,FALSE,1250,en,FALSE,FALSE,FALSE,1
Shadow_Bot_PKMN,114,205,6,11/25/2012 14:52,0,FALSE,136271,en,FALSE,FALSE,FALSE,1
liketocontinue,114,243,6,11/18/2015 16:46,0,FALSE,4385,en,FALSE,FALSE,FALSE,1
mdurkinlv,1536,1894,16,Sat May 30 19:09:40 +0000 2015,2161,FALSE,3545,en,TRUE,FALSE,FALSE,1
thomp27,66,3716,0,Mon Mar 30 13:34:32 +0000 2009,0,FALSE,0,en,TRUE,TRUE,FALSE,1
rm_everyfile,183,1,16,Thu May 19 17:00:07 +0000 2016,1,FALSE,3511,en,FALSE,FALSE,FALSE,1
clubstatuses,3,0,1,Fri Feb 20 03:36:04 +0000 2015,0,FALSE,5236,en,FALSE,FALSE,FALSE,1
StckMrktStatus,693,0,37,Thu Apr 17 16:48:45 +0000 2014,1,FALSE,12910,en,FALSE,FALSE,FALSE,1
godtributes,17289,8538,430,Sat Jun 14 03:37:41 +0000 2014,0,FALSE,772559,en,FALSE,FALSE,FALSE,1
JPGglitchbot,990,7,122,Sun Nov 16 23:59:31 +0000 2014,2,FALSE,35869,en,TRUE,FALSE,FALSE,1
dungeon_bot,436,1,53,Sat Dec 14 16:28:59 +0000 2013,0,FALSE,25646,en,FALSE,FALSE,FALSE,1
everyhaiku,81,39,20,Sun Nov 09 13:54:38 +0000 2014,0,FALSE,1752,en-gb,FALSE,FALSE,FALSE,1
MakingInvisible,515,1,52,2/23/2016 18:47,0,FALSE,1271,en,TRUE,FALSE,FALSE,1
PARANOIABOT,142,24,12,Thu Jan 02 01:33:29 +0000 2014,33,FALSE,723,en,TRUE,FALSE,FALSE,1
Delee1087,0,35,0,Wed Feb 22 19:12:24 +0000 2017,38,FALSE,44,en,TRUE,FALSE,FALSE,1
nohemigbeei,12,2004,0,1/1/2015 2:52,276,FALSE,333,en,FALSE,FALSE,FALSE,1
VitaminNext,491,4970,1,11/28/2016 23:00,187,FALSE,118,en,TRUE,FALSE,TRUE,1
pikachaplin,56,1,13,Wed Mar 23 05:44:56 +0000 2016,1,FALSE,7118,en,FALSE,FALSE,TRUE,1
Chell56704574,0,99,0,Sun Dec 20 02:17:57 +0000 2015,0,FALSE,0,en,TRUE,TRUE,,1
Two_Headed_Coin,15,1,5,Thu Nov 03 11:01:47 +0000 2016,0,FALSE,170,en,TRUE,FALSE,FALSE,1
