account,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,default_profile,default_profile_image,bot,account_age_seconds,diversity,mean_tweet_length
ideabot,92,1,19,4,False,6158,True,False,1,157589382.0,0.36,92.51
BadArtThief,8,0,9,0,False,5669,False,False,1,150247429.0,0.28,107.78
fuckingbard,349,1,31,0,False,3151,False,False,1,126079405.0,0.32,115.29
ThreeCourseMeal,55,0,17,0,False,1476,True,False,1,168412252.0,0.22,115.5
Keifer67684948,0,77,0,2,False,8,True,True,1,64213301.0,0.38,92.25
artassignbot,4554,2,220,3,False,34619,False,False,1,171162030.0,0.4,59.92
botsummittalks,66,0,108,0,False,4415,True,False,1,137968718.0,0.52,44.37
eAgreeTeam,44,185,0,334,False,240,True,False,1,143455551.0,0.34,113.59
EnjoyTheFilm,239,13,17,0,False,451,False,False,1,220386251.0,0.46,57.87
_DJ_3000_,9,0,6,0,False,3477,True,False,1,75504398.0,0.38,65.78
sunsetonari,21,476,0,5,False,20,True,False,1,87057839.0,0.41,99.55
infinitedeserts,11974,102,421,86,False,9238,False,False,1,120970390.0,0.16,69.75
emojidreams,250,2,17,25,False,27844,True,False,1,148889727.0,0.67,9.12
porcadapalabra,1688,7,51,1,False,81103,False,False,1,151879230.0,0.79,8.81
SimGenerator,1546,4,98,1,False,16468,True,False,1,164361372.0,0.53,63.23
YouAreCarrying,3366,2638,153,31,False,20822,False,False,1,149827384.0,0.23,118.92
Hollon1120,0,0,0,55,False,108,True,False,1,74220485.0,0.32,119.86
RNAi_papers,81,13,11,0,False,2063,True,True,1,137388616.0,0.28,135.33
mrsfishsfunkys,6,31,0,2,False,26,True,False,1,234567410.0,0.45,69.92
theIntialCommit,846,812,22,14,False,160,False,False,1,75084843.0,0.43,86.72
brainchatbot,2960,99,5723,0,False,304691,True,False,1,168145512.0,0.52,46.62
henrysalomonlo1,346,1351,0,93,False,716,True,False,1,78402987.0,0.31,128.16
RealHumanPraise,14122,0,362,0,False,1111439,True,False,1,170584970.0,0.33,96.73
oiltrading_blog,84,570,1,4,False,73,True,False,1,71293589.0,0.39,99.95
rireljbeq,60,1,10,0,False,65135,False,False,1,140502057.0,0.86,8.25
_OutToSea_,714,24,68,7,False,3062,False,False,1,66460877.0,0.76,23.0
SortingBot,36013,1,154,3,False,108080,False,False,1,125474037.0,0.24,122.81
zorinlynx,780,750,37,2455,False,47562,False,False,1,339848782.0,0.24,168.8
TurnsOutBot,124,0,9,0,False,144271,True,True,1,122978823.0,0.75,27.0
randomRTBot,107,0,11,0,False,1761,True,False,1,312974444.0,0.43,86.31
ca_props_exe,26,1,12,0,False,20730,False,False,1,74927080.0,0.34,104.33
notallbots,178,0,25,0,False,5685,True,False,1,156553998.0,0.53,25.68
solidstateNMR,748,17,29,63,False,3548,True,False,1,257926021.0,0.28,144.39
Abbeyafb2017,19,215,0,0,False,1,True,False,1,64267720.0,0.72,18.0
plzasm,219,2,9,3,False,417,True,False,1,163709364.0,0.45,65.25
randomchordbot,115,1,22,0,False,18719,False,False,1,172373857.0,0.17,53.0
RylGme,19,0,0,334,False,357,False,False,1,133446212.0,0.31,128.5
ANH_Papers,42,0,4,0,False,521,True,True,1,143314167.0,0.27,139.14
PatriciaPlake,1194,2673,6,20,False,197,False,False,1,125986426.0,0.44,73.33
wildflowersbot,842,0,89,11,False,20375,False,False,1,78900749.0,0.75,23.09
TodayFinally,57,2,4,0,False,1322,True,False,1,141541938.0,0.38,65.03
everysnake,2334,4,68,0,False,78812,False,False,1,150718842.0,0.73,14.45
thinkpiecebot,30499,42,717,413,False,35296,False,False,1,113263932.0,0.46,58.0
5hmC_papers,116,0,4,3,False,1747,True,False,1,140639874.0,0.32,128.84
botswifty,103,107,15,0,False,3609,False,False,1,154907388.0,0.35,84.14
PleaseRapAbout,3253,7,44,128,False,72621,False,False,1,137472923.0,0.31,124.09
thewaybot,305,0,56,0,False,197849,True,False,1,170399115.0,0.4,56.73
AusGLAMBlogs,1158,7,41,0,False,8151,False,False,1,116969067.0,0.43,83.31
PlayLightsOut,39,0,21,0,False,208,False,False,1,170482960.0,0.28,120.83
PubSnips,387,1083,32,102,False,828,False,False,1,137839429.0,0.24,164.15
WhatTheFare,595,0,13,11,False,440,False,False,1,115111972.0,0.36,113.16
JEL_O_bot,1750,1,54,0,False,1599,True,False,1,162361089.0,0.35,109.47
bioinfo_papers,511,8,26,0,False,5026,False,False,1,149348644.0,0.41,92.97
5oclockbot,1318,1,83,24036,False,48522,True,False,1,168746689.0,0.65,27.55
HPricea93,4,0,0,63,False,63,True,False,1,73277548.0,0.34,118.59
tyylleerrjjjjo,290,4179,0,11,False,2,True,False,1,82529622.0,0.36,114.5
iaminigomontoya,6672,0,117,1,False,108527,True,False,1,298081724.0,0.32,84.25
wikisext,8966,10462,271,0,False,27411,False,False,1,148152571.0,0.33,74.86
everyadage,2265,134,168,0,False,49041,False,False,1,151386108.0,0.35,60.4
youareherebot,36,1,11,0,False,107,True,False,1,122360133.0,0.43,86.32
blank_was_blank,219,0,40,0,False,40184,True,False,1,151390250.0,0.38,55.16
INTERESTING_JPG,1073,19,51,22,False,1145,True,False,1,167916505.0,0.4,71.44
hotsootuff_bot,6724,89,25,0,False,3844,True,False,1,253292303.0,0.58,78.75
4myrealfriends,1089,1,91,0,False,23399,True,False,1,160633800.0,0.25,74.51
wearable_things,66,0,22,0,False,40308,False,False,1,151630878.0,0.68,16.95
WeirdConvoBot,238,1,59,0,False,5834,False,False,1,130742218.0,0.3,110.49
GameDesign101,63,0,10,0,False,7984,True,False,1,164687425.0,0.35,63.73
cummingforlrh,321,3060,1,7,False,7,True,True,1,113789924.0,0.52,42.33
ReligiousRumors,6,1,10,0,False,5856,False,False,1,162808157.0,0.43,55.98
lists_of_lists,200,1,26,0,False,5504,True,False,1,83220895.0,0.46,69.97
hollowking360,69,246,0,57,False,334,False,False,1,117018167.0,0.48,81.7
RosesAreRedBot,248,0,36,0,False,2113,True,False,1,83045954.0,0.36,89.28
1995Internet,272,1,22,0,False,3855,False,False,1,144129727.0,0.58,53.14
everypunk,3258,6,104,24,False,74482,True,False,1,151728524.0,0.8,12.94
sleeps_xmas,6,0,8,0,False,867,True,False,1,75516921.0,0.76,23.0
angelikaparnell,9,368,0,464,False,1,True,True,1,189478491.0,0.83,23.0
MythologyButt,450,4,16,3,False,13630,False,False,1,137973482.0,0.56,49.08
worstvsworst,283,0,33,0,False,8983,True,False,1,138400417.0,0.28,83.47
wizarding_names,52,1,9,0,False,21232,False,False,1,77251032.0,0.47,47.01
oldschoolflyers,2647,0,86,0,False,5737,True,False,1,126401246.0,0.75,23.0
StarttCallaghan,0,0,0,96,False,130,True,False,1,67349226.0,0.32,119.99
TXTADVNT_EXE,333,5,48,1,False,70202,False,False,1,149174319.0,0.68,39.68
Raffaelo14,13,289,0,40,False,1,True,False,1,64216547.0,0.71,38.0
drow_yreve,497,14,43,0,False,81969,False,False,1,150078404.0,0.86,7.32
CompBiolPapers,1091,0,55,0,False,10990,True,True,1,159949131.0,0.29,141.72
NetflixSoundFX,2306,5,57,481,False,4262,False,False,1,158657511.0,0.71,21.71
NYPLphotobot,356,1,43,0,False,4058,True,False,1,101422805.0,0.43,89.62
a_xing_ebooks,118,20,7,0,False,4588,True,False,1,129504252.0,0.38,69.67
microRNA_papers,1155,0,68,0,False,29617,True,False,1,143294544.0,0.29,134.35
ItCantFail,161,2,22,0,False,18784,True,False,1,165480771.0,0.5,45.37
100yearsrising,159,0,38,0,False,102,False,False,1,147472453.0,0.23,85.34
dnstats_agora,1068,1,5,1,False,3549,True,False,1,129438852.0,0.48,63.78
haikuthegibson,74,4,14,12,False,4735,False,False,1,109999302.0,0.4,68.94
pearwin96,8,0,1,144,False,194,True,False,1,78850702.0,0.33,125.49
hapaxhegemon,230,1,29,0,False,42830,True,False,1,165146469.0,0.8,10.38
AnnaLoz42522982,2,63,0,126,False,5,True,True,1,64219439.0,0.52,51.4
othello3579,634,1447,3,1,False,94411,False,False,1,247320505.0,0.43,77.47
botarchaeo,179,4,19,0,False,1705,True,False,1,160272523.0,0.3,127.95
sextmanteau_bot,87,0,17,0,False,1665,False,False,1,144823839.0,0.77,11.48
corporabrackets,115,2,32,0,False,1243,True,False,1,99026462.0,0.34,84.61
WrongRobot,13,3,3,679,False,854,False,False,1,144594479.0,0.37,74.62
CloudyConway,3361,161,132,6,False,41893,False,False,1,122600935.0,0.77,26.91
CyberEveryword,4790,3,113,2,False,212435,True,False,1,145952000.0,0.71,15.05
nostrich_ebooks,7,0,7,0,False,41,True,False,1,172659055.0,0.41,64.98
RenPeralta23,63,260,0,59,False,77,True,False,1,118159313.0,0.37,96.27
_The_Thief,390,1538,37,0,False,4706,True,False,1,148891229.0,0.31,106.62
botanicalls,394,148,37,0,False,22,False,False,1,349399002.0,0.62,39.5
itsthisyear,207,1,39,65,False,15183,False,False,1,158721263.0,0.36,101.27
LettsScience,286,393,10,784,False,750,True,False,1,216369452.0,0.29,131.83
AkashLahuKale7,12,33,0,0,False,1,True,False,1,91464013.0,0.66,38.0
MusicReviewBot,72,0,21,0,False,17681,True,False,1,136704306.0,0.24,126.38
botALLY,1611,3175,169,77,False,78803,False,False,1,181832642.0,0.4,80.38
Opportunitweets,1428,1680,19,2,False,66825,False,False,1,317987371.0,0.35,109.15
BecauseBot,107,0,36,0,False,8422,True,False,1,168660447.0,0.4,61.87
scheideggermaia,34,979,1,33,False,234,True,True,1,145347321.0,0.34,114.48
thedreamstream,214,330,17,0,False,9347,False,False,1,307460070.0,0.3,124.04
_primes_,10772,1,148,0,False,47654,False,False,1,173238565.0,0.81,6.0
ShakirVip,19,205,0,148,False,16,True,False,1,64215296.0,0.76,22.0
TwoJournalists,7,0,5,0,False,2751,True,False,1,130036246.0,0.42,66.75
howxisthatybot,200,0,31,2,False,41307,False,False,1,149996899.0,0.52,28.14
nz_quake,13323,14,458,2,False,5227,True,False,1,318393571.0,0.4,116.84
OwenPallettSwap,45,3,12,1,False,858,False,False,1,74436748.0,0.76,23.0
mental_floss,674596,13582,13749,4578,True,86728,False,False,1,319795095.0,0.39,104.62
lawandorderexo,36,0,13,1,False,394,False,False,1,170914306.0,0.26,103.85
ChIP_seq,758,0,26,0,False,2310,True,False,1,140685108.0,0.29,126.43
LegoSpaceBot,13771,676,158,4,False,8863,True,False,1,137660010.0,0.6,59.8
exoslash,51,0,23,0,False,13622,True,False,1,172276914.0,0.28,124.28
trendagainst,59,3,13,0,False,6000,False,False,1,169525485.0,0.41,73.52
RestroomGender,3299,8,155,138,False,2493,False,False,1,118182970.0,0.6,59.07
laobadengni,240,1371,0,207,False,29,True,False,1,64527318.0,0.8,33.57
EquestrianBot,45,1,10,0,False,113751,True,False,1,208169727.0,0.57,31.3
NailbiterBot,1253,1,32,0,False,228,True,False,1,158210513.0,0.42,95.71
fluffmaster7000,1,0,0,3,False,3,True,True,1,68778728.0,0.44,54.67
TinyCrossword,158,1,37,0,False,3042,True,False,1,139187385.0,0.38,100.53
businessman_exe,217,0,50,2,False,19502,False,False,1,150639303.0,0.41,87.99
supervocalic,83,13,2,1545,False,115,False,False,1,154525402.0,0.61,44.43
BioinformaticsP,340,27,36,1,False,4865,True,False,1,159600553.0,0.27,135.59
AvengerEngineer,6212,4194,73,88,False,1025,False,False,1,124181491.0,0.2,226.84
flippedconcept,143,15,22,3,False,5040,True,False,1,164623663.0,0.78,18.77
rulesofcards,61,1,15,0,False,7436,True,False,1,145918178.0,0.46,60.22
TransxnNoiseBot,51,0,9,0,False,416,True,False,1,128955244.0,0.36,99.4
future_junk,1600,45,127,112,False,3167,True,False,1,119623546.0,0.23,114.44
metagenomics,11538,1935,309,112432,False,21250,False,False,1,271960398.0,0.42,102.11
choochoobot,6426,7,310,96,False,7821,True,False,1,95900109.0,0.11,98.56
goldenratiobot,513,2,47,2,False,7826,True,False,1,80866763.0,0.66,36.32
sRNAPapers,271,10,18,0,False,7170,True,True,1,131098388.0,0.29,129.84
winter_py,26,0,18,0,False,5027,False,False,1,148479301.0,0.05,105.44
saikoa0709,2,21,0,3,False,2,True,True,1,160729173.0,0.43,89.5
BMPBug,407,81,89,0,False,115356,True,False,1,136068412.0,0.5,62.13
NeuroGen_papers,899,0,55,0,False,31754,False,False,1,143478418.0,0.28,136.82
pooledseq,407,0,29,0,False,17187,False,False,1,147523795.0,0.28,136.26
lesliehandsome,84,0,0,2,False,4,True,False,1,249628890.0,0.46,83.75
RedScareBot,12948,144,1125,2814,False,2497539,False,False,1,302276803.0,0.32,108.3
AnimalVidBot,263,0,32,0,False,879,False,False,1,114231520.0,0.38,101.41
classifybot,80,11,16,2,False,13313,True,False,1,100901539.0,0.49,73.7
fontcriticbot,15,1,5,0,False,787,False,False,1,117690771.0,0.39,94.48
QIMRBergh_pubs,206,5,11,0,False,1700,True,False,1,258324522.0,0.26,135.84
TC_papers,220,0,24,0,False,17720,True,False,1,143721775.0,0.28,132.68
Inspire_Us,2489029,98588,13627,5755,False,87241,False,False,1,283080642.0,0.39,74.28
RemarqueNYU,153,219,2,87,False,142,False,False,1,64746704.0,0.3,145.82
HanuAcademy,423,0,6,321,False,306,False,False,1,72905479.0,0.62,50.82
swear_bot,318,1,15,0,False,318279,False,False,1,310168516.0,0.53,36.91
GIFsofWikipedia,6980,28,159,1190,False,5729,False,False,1,117978497.0,0.73,27.31
RoboRosewater,24354,4,194,47,False,917,False,False,1,119500552.0,0.61,50.39
Slam140,1872,2481,21,19324,False,17985,False,False,1,119917519.0,0.49,47.05
ColorADayBot,789,0,22,1,False,626,True,False,1,173178697.0,0.46,76.46
Indie_Dev_Bot,5485,7,1973,55085,False,55093,False,False,1,104839401.0,0.3,135.43
aDNA_papers,866,0,40,0,False,11034,True,False,1,159472742.0,0.29,122.71
CointraqBot,130,38,8,0,False,6345,False,False,1,160206297.0,0.55,47.27
_posibot,4,0,4,2,False,7934,False,False,1,77734428.0,0.48,55.92
LifehackLifehax,30,0,7,0,False,11572,False,False,1,174783035.0,0.44,66.17
InstrumentBot,381,11,34,231,False,2201,True,False,1,95199576.0,0.3,60.33
DifferenceJoke,37,0,15,0,False,81,False,False,1,128810304.0,0.23,126.73
acrotowne,258,281,23,1,False,11604,False,False,1,133769092.0,0.39,75.59
raviraju88,32,121,0,1,False,6,True,False,1,296655453.0,0.48,75.4
AddAWordBot,166,0,78,0,False,684818,True,False,1,172577326.0,0.51,46.34
GraphicScoreBot,793,1,57,0,False,27394,True,False,1,100650285.0,0.74,21.46
johnhall,279928,280005,3366,1722,True,3938,True,False,1,235620032.0,0.33,129.4
OMG_wikipedia,187,0,31,0,False,31914,True,False,1,124472847.0,0.32,88.94
SherriLucio,186,1,0,50,False,166,True,False,1,73475406.0,0.41,87.49
abotcalledquest,9,5,7,0,False,27,True,False,1,155017625.0,0.62,23.19
metaphorminute,932,1,154,2426,False,1743710,True,False,1,216939327.0,0.37,51.05
aportraitofthe,12,0,8,1,False,8637,True,False,1,166581230.0,0.44,45.88
Tanya2558,0,0,0,62,False,104,True,False,1,67652500.0,0.33,116.06
zionb22,0,0,0,65,False,78,True,False,1,73033436.0,0.33,121.23
JEveryword,245,1,44,0,False,81580,True,False,1,151397014.0,0.83,11.68
PedanticMagick,140,0,33,0,False,33432,False,False,1,163984305.0,0.73,19.33
emojidoll,2784,1,62,23,False,70005,True,False,1,148681183.0,0.43,57.54
blahfuture,62,0,22,0,False,10620,True,False,1,137496491.0,0.23,95.47
mnemosynetron,80,26,20,123,False,211,False,False,1,148588132.0,0.44,60.09
cyclicdigmp,85,4,5,0,False,428,True,True,1,133107600.0,0.27,154.31
yes_ofc,32,0,14,879,False,467,True,False,1,148433139.0,0.47,57.28
botsburgers,204,6,20,11,False,236,True,False,1,93147408.0,0.76,23.59
justdidathing,111,1,29,0,False,32869,False,False,1,120718239.0,0.38,63.88
realdinogenera,37,0,13,0,False,18635,True,False,1,134385791.0,0.73,13.93
HottestStartups,1601,1,147,1,False,6038,True,False,1,132133891.0,0.27,99.56
sabo_sabo21,2,36,0,0,False,15,True,True,1,64220115.0,0.45,87.73
foodie_dems,15,0,8,0,False,1859,True,False,1,99105171.0,0.75,23.0
spiraesthetic,173,1,35,0,False,6547,True,False,1,94478406.0,0.76,23.0
Rachelyxxxx,8,57,1,42,False,18,True,False,1,67801861.0,0.65,44.33
Georgia98208,2,138,0,0,False,1,True,True,1,209308230.0,0.34,96.0
theveryword,253,0,28,0,False,40166,True,False,1,151387284.0,0.52,27.79
NerdGarbageBot,5158,1,193,11,False,27205,True,False,1,101265588.0,0.39,69.97
RamboRushes,25,63,0,383,False,70,True,True,1,64220275.0,0.48,73.19
apparent_things,128,1,21,0,False,178,False,False,1,153175747.0,0.67,23.17
Unicode_ebooks,287,0,40,0,False,144918,True,False,1,173489392.0,1.0,140.38
biorxiv_ecology,642,0,13,0,False,1652,True,False,1,86336141.0,0.26,143.19
GenreMasher,291,248,21,2,False,187999,False,False,1,114236120.0,0.6,32.8
auto_automata,130,1,17,0,False,2459,True,False,1,116389378.0,0.76,23.0
VerifiedBioBot,179,2,51,0,False,8468,True,False,1,139918718.0,0.31,111.56
ImportantAnimal,101,1,10,0,False,4659,True,False,1,140482856.0,0.31,112.58
AU_Prompts,387,1,43,1,False,4870,True,False,1,167388872.0,0.46,70.24
butwithguns,307,2,18,16,False,24320,False,False,1,94514079.0,0.52,60.87
man_products,2846,1,134,4,False,9668,False,False,1,122064255.0,0.44,47.9
vitamin_A_paper,539,752,16,19,False,2540,True,False,1,110694623.0,0.27,156.28
realNYCbot,292,2,25,2,False,23183,True,False,1,104227930.0,0.31,122.44
zguo0115_USyd,13,70,2,1,False,61,True,True,1,64278995.0,0.37,98.1
lettergamebot,7,0,6,0,False,7436,True,False,1,95864380.0,0.36,25.96
Immunol_papers,831,0,73,0,False,62027,False,False,1,143729048.0,0.3,123.3
ahmedmobarkqw,128,340,0,47,False,1041,True,False,1,129781341.0,0.4,107.08
IMG2ASCII,1428,1554,125,0,False,29584,True,False,1,137201144.0,0.66,35.3
genomeguardian,339,0,21,1,False,8082,False,False,1,141481777.0,0.27,138.92
FailureIsOK,66,20,15,0,False,3475,True,False,1,74933320.0,0.46,45.3
IT_papers,32,0,8,0,False,228,False,False,1,160235905.0,0.29,122.64
JadenLuAJ,7,295,0,11,False,3,True,False,1,67557898.0,0.42,87.67
the_ephemerides,5278,0,247,0,False,6793,True,False,1,114937673.0,0.26,122.12
Dentagama,55117,60632,182,2129,False,3810,True,False,1,186724759.0,0.47,76.85
NRPS_papers,286,2,7,1,False,1242,True,False,1,142073516.0,0.27,138.02
spellwithout,62,0,19,2,False,2407,True,False,1,141811593.0,0.48,39.34
EdTaters,48,2,26,4,False,18514,True,False,1,173164694.0,0.25,101.81
ghost_things,14377,5,184,188,False,29134,False,False,1,163394281.0,0.79,14.8
SilviaCeausu,104,256,3,3,False,40,True,False,1,112120266.0,0.34,115.08
lois_caskey,0,69,0,1,False,8,False,False,1,64213330.0,0.54,73.75
wadinfo_txt,684,11,25,10,False,1780,False,False,1,156822732.0,0.64,47.17
amiibo_oracle,68,6,15,1,False,13849,False,False,1,164856199.0,0.36,84.55
PROGRAMR_BAT,1014,5,84,0,False,39972,False,False,1,147743503.0,0.6,36.44
ebooks_goetia,6544,5,24,0,False,4673,True,False,1,102661433.0,0.5,83.92
SRMicro_papers,1382,7,26,14,False,4013,True,False,1,159585233.0,0.23,198.83
BenghaziWord,219,1,37,20,False,123248,False,False,1,148083334.0,0.3,60.99
manygardens,17,0,11,0,False,11022,False,False,1,121072328.0,0.3,70.81
viralhulk,39,0,8,0,False,2507,False,False,1,130890924.0,0.39,55.69
sailorclones,112,1,19,0,False,16414,False,False,1,156917646.0,0.21,105.74
jrr9bNVRCcUXfa1,11,162,0,6,False,8,True,False,1,75778306.0,0.73,23.88
lava_mite,39,1,8,2,False,1868,True,False,1,161556234.0,0.41,86.98
WWE_Network_Bot,15154,438,123,187,False,11054,False,False,1,150667307.0,0.38,109.89
infinite_scream,53302,1,597,15,False,234456,True,False,1,108770600.0,0.26,25.71
TF_binding_bot,1670,34,22,13,False,845,True,False,1,81224466.0,0.28,135.34
EMR_research,135,48,20,4,False,4906,True,False,1,160240837.0,0.27,136.78
wikishoutouts,652,0,66,0,False,14576,False,False,1,119138638.0,0.25,117.78
Exome_seq,909,1,34,0,False,8263,True,False,1,140686358.0,0.29,130.91
Ferguson2426,0,0,0,58,False,101,True,False,1,78161427.0,0.36,106.98
keci256,5,115,0,207,False,57,True,False,1,70270040.0,0.44,87.16
drake_schanae,8,98,0,16,False,17,True,True,1,69668472.0,0.43,67.06
theseraps,419,2,68,10,False,17232,True,False,1,140763401.0,0.28,101.02
FordPinesBot,1980,6,3,2,False,46849,True,False,1,107522766.0,0.36,82.28
untag_me,22,4,6,0,False,3799,True,False,1,145693335.0,0.3,119.66
magicpixx,9259,9879,180,195,False,262067,True,False,1,168563537.0,0.67,39.77
stevinbeijing,7,43,0,3,False,25,True,False,1,64484705.0,0.78,30.44
HeroGraveyard,18,0,13,2,False,806,True,False,1,75042065.0,0.76,23.0
big_ben_clock,456229,0,4591,2,False,79523,False,False,1,296624905.0,0.27,31.73
ismail_abaid,392,900,0,0,False,205,True,False,1,86949910.0,0.59,51.48
Tink0074,4,41,0,0,False,33,True,True,1,301715860.0,0.38,115.97
Taimanglo2526,0,0,0,73,False,93,True,False,1,67829639.0,0.3,125.14
WYR_bot,6187,0,84,0,False,8235,False,False,1,87898846.0,0.36,56.52
_ku_bot,23,3,9,0,False,3349,False,False,1,72711699.0,0.29,68.23
YouLookNiceBot,1438,1651,21,6,False,10835,False,False,1,118752252.0,0.41,51.73
hotspot_papers,11,0,4,0,False,11,True,False,1,160125537.0,0.29,118.91
Exosaurs,326,2,42,0,False,37672,True,False,1,173085586.0,0.59,41.12
muahaha_bot,60,0,12,1,False,238,False,False,1,162167125.0,0.3,21.79
AnoncoinPrice,1281,14,155,0,False,24220,False,False,1,141200646.0,0.31,128.87
nope_nooope,221,1,21,0,False,4016,True,False,1,88894856.0,0.16,58.91
mrwrongbot,28,38,9,0,False,17,True,False,1,142323455.0,0.35,80.82
MassBudgetBot,307,238,16,2,False,365,False,False,1,113024895.0,0.32,98.6
biorxiv_cancer,782,0,18,0,False,1346,True,False,1,86167276.0,0.27,141.94
Adamhuzz,279,98,1,176,False,10028,True,False,1,168237376.0,0.38,99.08
abretonoa,6,38,0,5,False,1,True,True,1,101630174.0,0.23,102.0
LACMAbot,320,1,20,0,False,3709,True,False,1,81199336.0,0.41,101.7
SubbaEric,6,94,0,5,False,1,True,False,1,113572808.0,0.64,39.0
FuckYeahIrony,102,43,25,37,False,259413,True,False,1,192034888.0,0.41,66.23
cash_jobs_hope,46,1,18,7,False,323,True,False,1,135045469.0,0.26,123.78
LeannArtz,1,0,0,69,False,114,True,False,1,68317250.0,0.3,122.89
GodeauCottongim,0,0,0,27,False,51,True,False,1,67900776.0,0.35,111.08
555uhz,3867,0,44,0,False,1542,True,False,1,163096234.0,0.75,22.0
moonshotbot,3291,1,170,0,False,4931,False,False,1,109718653.0,0.39,126.53
Aerie,105848,1140,499,15830,True,23324,False,False,1,314766773.0,0.33,127.85
FavThingsBot,560,0,89,0,False,9538,True,False,1,178062325.0,0.33,85.21
nondenotative,1168,5,52,0,False,54498,True,False,1,127272993.0,0.85,8.45
ErinChL,22,183,0,109,False,21,True,False,1,92125965.0,0.35,91.86
avadim11,25,0,0,0,False,4,True,True,1,204886291.0,0.37,106.25
evanescence_exe,87,1,11,2,False,503,False,False,1,67282752.0,0.65,34.62
GlitchLogos,3534,1,207,5,False,4419,True,False,1,96449196.0,0.67,40.94
MoMARobot,3560,1,214,0,False,6123,False,False,1,142825903.0,0.39,107.25
netflix_bot,6419,1,206,157,False,11554,False,False,1,192118503.0,0.42,106.69
LandsatBot,3253,3,138,0,False,23730,False,False,1,122368652.0,0.44,102.27
meiosis_papers,651,0,12,7,False,5988,True,False,1,160088160.0,0.31,126.43
emojiidioms_txt,126,1,17,0,False,65336,True,False,1,118304901.0,0.66,18.86
gokejian,2,39,0,238,False,3,True,False,1,88299660.0,0.4,86.67
HundredZeros,5005,6,164,9,False,17340,False,False,1,218113973.0,0.42,94.12
Botstache,84,0,18,0,False,1724,True,False,1,160865641.0,0.63,40.3
GrinchPhonebook,9,40,5,0,False,113,True,False,1,125879971.0,0.71,30.88
regulon_papers,22,0,8,0,False,221,True,False,1,115287985.0,0.29,124.76
cellendipity,156,0,26,32,False,1282,False,False,1,86759201.0,0.3,108.19
earthquakeBot,64881,6,1113,0,False,14122,True,False,1,285192909.0,0.34,130.69
PlantEcologyBot,854,3,20,2,False,1125,False,False,1,180877989.0,0.29,126.5
skyree_21,7,101,0,5,False,9,True,False,1,72262245.0,0.59,43.33
dungeon_junk,2463,120,147,604,False,4205,True,False,1,120402499.0,0.25,117.0
Chevyluvr97,1,9,0,0,False,1,True,False,1,64111909.0,0.35,63.0
only_a_comment,205,1,28,0,False,76040,False,False,1,174287155.0,0.4,64.43
a10n_bot,8,0,9,0,False,7288,False,False,1,74107641.0,0.72,17.02
WiseWrestlers,149,1,14,1,False,3897,True,False,1,156654783.0,0.76,23.0
CODEC_BOT,570,2,18,38,False,2107,False,False,1,118560955.0,0.49,61.88
ryrykpop966,215,1509,0,10,False,11,True,False,1,90683890.0,0.39,89.64
ArxivBot,207,2,17,4,False,658,False,False,1,107405982.0,0.36,121.24
modofanpage,55,1732,0,76,False,873,False,False,1,217557220.0,0.59,52.56
emily_testbot,107,2,5,0,False,1349,False,False,1,128588256.0,0.48,65.03
opus_exe,352,8,37,0,False,7225,False,False,1,148442956.0,0.59,45.31
botmistress,89,1,13,0,False,187,True,False,1,123794965.0,0.57,37.13
xxarchive,72,2,21,25,False,12405,False,False,1,102371467.0,0.75,24.59
GameCritBot,67,11,13,0,False,175,True,False,1,177683620.0,0.25,130.49
WhatsOnSteam,2292,3,50,19,False,19767,False,False,1,87467599.0,0.44,82.56
max_kompressor,27,43,5,7,False,62,False,False,1,120833511.0,0.47,72.37
airport_exe,30,0,9,0,False,2050,False,False,1,149566680.0,0.78,17.69
VEGFRSSfeeds,339,0,20,2,False,25220,True,False,1,295845062.0,0.3,136.0
two_artists,35,0,10,23,False,1868,True,False,1,136056990.0,0.64,26.16
worm_papers,442,0,20,0,False,11916,True,False,1,159115411.0,0.29,129.91
NYPLpostcards,387,1,48,0,False,4665,True,False,1,101421571.0,0.41,97.8
tldr_bot,14,154,3,0,False,525,False,False,1,146193812.0,0.38,85.8
badjokebot,288,0,40,0,False,22070,True,False,1,158806527.0,0.36,65.09
MakeAGifOf,57,1,16,1,False,9249,True,False,1,171701996.0,0.54,43.37
dariusbots,619,1,74,0,False,45812,True,False,1,159946356.0,0.38,94.37
onlineadvantag,2406,2557,68,211,False,41983,True,False,1,68802057.0,0.38,105.42
everybird_,99,0,26,0,False,34097,True,False,1,150278447.0,0.45,28.25
Betelgeuse_3,11406,0,114,0,False,260881,True,False,1,295315316.0,0.75,28.82
ceasedesistbot,246,235,19,2,False,3243,False,False,1,122579470.0,0.24,134.59
V_and_A_Bot,941,1,54,1,False,3368,False,False,1,137905364.0,0.48,74.56
pomological,14258,5,325,295,False,9683,True,False,1,121584484.0,0.41,77.66
FridayFridayBot,13,0,8,0,False,129,True,False,1,177504747.0,0.5,55.43
RNA_seq,3182,2,83,0,False,8900,True,False,1,140683240.0,0.28,133.87
endingsummary,1058,5,55,0,False,3100,False,False,1,152588196.0,0.27,114.62
hewenqiseven,7,163,0,1,False,6,True,False,1,64406495.0,0.84,24.33
TheLegion24,7,51,0,0,False,1,True,True,1,68003894.0,0.37,144.0
holidaybot4000,73,1,23,0,False,8477,False,False,1,116552636.0,0.56,58.16
